"","Gene_name","WT1","WT3","WT4","muMT3","muMT1"
"23878","MER113:hAT-Charlie:DNA",132,179,183,151,123
"23879","MER113A:hAT-Charlie:DNA",63,96,129,94,53
"23880","MER113B:hAT-Charlie:DNA",2,1,1,1,1
"23881","MER115:hAT-Tip100:DNA",35,41,40,41,30
"23882","MER117:hAT-Charlie:DNA",1242,1835,1829,1917,1678
"23883","MER119:hAT-Charlie:DNA",71,115,129,109,95
"23884","MER121:TcMar:DNA",17,30,26,27,12
"23885","MER123:DNA:DNA",35,14,30,13,22
"23886","MER124:DNA:DNA?",9,12,13,10,5
"23887","MER125:DNA:DNA",0,1,2,1,1
"23888","MER126:DNA:DNA",3,7,13,5,4
"23889","MER127:TcMar-Tigger:DNA",5,8,7,3,1
"23890","MER129:LTR:LTR?",325,481,551,492,355
"23891","MER130:MER130:Unknown",81,95,134,97,80
"23892","MER131:SINE:SINE?",6,3,4,8,6
"23893","MER132:TcMar-Pogo:DNA",0,0,0,0,0
"23894","MER133A:DNA:DNA?",0,0,0,0,0
"23895","MER133B:DNA:DNA?",0,0,0,0,0
"23896","MER134:DNA:DNA?",2,3,4,5,1
"23897","MER135:DNA:DNA",71,81,81,79,59
"23898","MER136:DNA:DNA",278,354,341,250,238
"23899","MER20:hAT-Charlie:DNA",1556,2206,2793,2258,1466
"23900","MER20B:hAT-Charlie:DNA",67,115,130,112,79
"23901","MER21-int:ERVL:LTR",4,3,5,1,3
"23902","MER21B:ERVL:LTR",306,426,567,405,307
"23903","MER21C:ERVL:LTR",422,691,796,650,455
"23904","MER2:TcMar-Tigger:DNA",1422,2027,2242,2024,1559
"23905","MER2B:TcMar-Tigger:DNA",27,71,51,54,42
"23906","MER31-int:ERV1:LTR",3,1,1,1,6
"23907","MER31A:ERV1:LTR",137,164,209,187,149
"23908","MER31B:ERV1:LTR",71,92,104,100,71
"23909","MER33:hAT-Charlie:DNA",840,1125,1398,1066,674
"23910","MER34-int:ERV1:LTR",0,0,0,1,0
"23911","MER34:ERV1:LTR",23,41,67,35,21
"23912","MER34A1:ERV1:LTR",25,32,47,28,20
"23913","MER34A:ERV1:LTR",29,72,79,59,60
"23914","MER34B-int:ERV1:LTR",0,2,0,3,1
"23915","MER3:hAT-Charlie:DNA",811,1107,1271,1093,823
"23916","MER44A:TcMar-Tigger:DNA",576,679,938,717,436
"23917","MER44B:TcMar-Tigger:DNA",785,1114,1131,993,885
"23918","MER44C:TcMar-Tigger:DNA",76,108,144,144,78
"23919","MER44D:TcMar-Tigger:DNA",42,68,97,69,53
"23920","MER45A:hAT-Tip100:DNA",97,124,161,126,97
"23921","MER45B:hAT-Tip100:DNA",8,11,15,13,4
"23922","MER45C:hAT-Tip100:DNA",0,4,4,1,0
"23923","MER45R:hAT-Tip100:DNA",107,140,174,155,121
"23924","MER46C:TcMar-Tigger:DNA",861,1179,1696,1234,782
"23925","MER47A:TcMar-Tigger:DNA",0,0,1,2,0
"23926","MER47B:TcMar-Tigger:DNA",138,184,233,203,115
"23927","MER47C:TcMar-Tigger:DNA",0,0,0,0,0
"23928","MER49:ERV1:LTR",8,14,10,9,6
"23929","MER4B-int:ERV1:LTR",0,1,4,0,0
"23930","MER4CL34:ERV1:LTR",0,0,0,0,0
"23931","MER50-int:ERV1:LTR",0,0,0,0,0
"23932","MER50:ERV1:LTR",121,239,216,202,174
"23933","MER50B:ERV1:LTR",1858,2601,2931,2933,1877
"23934","MER51-int:ERV1:LTR",9,5,12,2,1
"23935","MER52-int:ERV1:LTR",2,4,9,3,2
"23936","MER53:hAT:DNA",516,689,852,687,463
"23937","MER54A:ERVL:LTR",93,130,135,146,106
"23938","MER54B:ERVL:LTR",8,19,23,10,17
"23939","MER57-int:ERV1:LTR",12,18,34,10,15
"23940","MER57C2:ERV1:LTR",9,14,7,4,2
"23941","MER57D:ERV1:LTR",50,52,81,43,34
"23942","MER57E1:ERV1:LTR",3,2,7,5,2
"23943","MER57E2:ERV1:LTR",0,0,0,1,0
"23944","MER57E3:ERV1:LTR",0,0,0,0,0
"23945","MER58A:hAT-Charlie:DNA",1718,2378,2793,2567,1716
"23946","MER58B:hAT-Charlie:DNA",1056,1502,2008,1663,939
"23947","MER58C:hAT-Charlie:DNA",333,484,528,470,372
"23948","MER58D:hAT-Charlie:DNA",5,6,14,11,4
"23949","MER5A1:hAT-Charlie:DNA",1820,2194,2569,2109,1600
"23950","MER5A:hAT-Charlie:DNA",1889,2583,3224,2438,1596
"23951","MER5B:hAT-Charlie:DNA",1385,1963,2380,1894,1323
"23952","MER5C1:hAT-Charlie:DNA",3,2,1,2,0
"23953","MER5C:hAT-Charlie:DNA",10,5,14,6,7
"23954","MER63A:hAT-Blackjack:DNA",22,33,46,29,20
"23955","MER63B:hAT-Blackjack:DNA",26,27,55,23,10
"23956","MER63C:hAT-Blackjack:DNA",29,46,30,27,20
"23957","MER63D:hAT-Blackjack:DNA",29,29,36,32,22
"23958","MER65-int:ERV1:LTR",1,5,6,3,1
"23959","MER65D:ERV1:LTR",2,5,4,6,4
"23960","MER66-int:ERV1:LTR",12,23,28,20,5
"23961","MER66A:ERV1:LTR",0,0,0,0,0
"23962","MER66B:ERV1:LTR",0,0,0,0,0
"23963","MER66C:ERV1:LTR",0,0,0,0,0
"23964","MER67A:ERV1:LTR",4,4,4,8,2
"23965","MER67B:ERV1:LTR",45,80,95,62,60
"23966","MER67C:ERV1:LTR",71,85,118,83,56
"23967","MER67D:ERV1:LTR",1,1,8,2,2
"23968","MER68-int:ERVL:LTR",1,1,1,0,0
"23969","MER68:ERVL:LTR",292,367,529,384,235
"23970","MER68B:ERVL:LTR",516,770,796,800,582
"23971","MER68C:ERVL:LTR",0,0,0,0,0
"23972","MER70-int:ERVL:LTR",1,0,1,0,0
"23973","MER70A:ERVL:LTR",4,2,7,5,2
"23974","MER70B:ERVL:LTR",7,7,14,10,6
"23975","MER72:ERV1:LTR",0,0,0,0,0
"23976","MER72B:ERV1:LTR",4,2,2,0,0
"23977","MER73:ERVL:LTR",2,1,0,0,0
"23978","MER74A:ERVL:LTR",379,483,775,601,315
"23979","MER74B:ERVL:LTR",18,17,37,23,14
"23980","MER74C:ERVL:LTR",0,4,4,2,0
"23981","MER76-int:ERVL:LTR",0,0,0,0,0
"23982","MER76:ERVL:LTR",154,237,267,228,127
"23983","MER77:ERVL:LTR",199,246,419,322,187
"23984","MER77B:ERVL:LTR",16,19,34,20,8
"23985","MER81:hAT-Blackjack:DNA",175,195,319,206,139
"23986","MER83A-int:ERV1:LTR",0,0,0,0,0
"23987","MER83B-int:ERV1:LTR",0,0,1,0,0
"23988","MER87:ERV1:LTR",2,8,1,5,1
"23989","MER88:ERVL:LTR",0,3,1,0,0
"23990","MER89-int:ERV1:LTR",0,0,0,0,0
"23991","MER89:ERV1:LTR",19,17,45,25,17
"23992","MER90:ERV1:LTR",3,7,4,1,1
"23993","MER90a:ERV1:LTR",180,316,323,368,240
"23994","MER91A:hAT-Tip100:DNA",450,445,629,438,288
"23995","MER91B:hAT-Tip100:DNA",9,14,34,27,9
"23996","MER91C:hAT-Tip100:DNA",3,6,4,2,0
"23997","MER92-int:ERV1:LTR",4,6,6,2,3
"23998","MER92A:ERV1:LTR",0,0,0,0,0
"23999","MER92B:ERV1:LTR",0,1,6,2,1
"24000","MER92C:ERV1:LTR",3,7,6,0,1
"24001","MER92D:ERV1:LTR",0,1,3,0,0
"24002","MER94:hAT-Blackjack:DNA",55,74,96,47,48
"24003","MER94B:hAT-Blackjack:DNA",0,0,1,0,0
"24004","MER95:ERV1:LTR",0,0,0,1,0
"24005","MER96:hAT-Tip100:DNA",1,3,4,2,2
"24006","MER96B:hAT-Tip100:DNA",603,676,848,704,459
"24007","MER96B:hAT:DNA",1,0,2,1,0
"24008","MER97a:hAT-Tip100:DNA",3,10,14,10,7
"24009","MER97b:hAT-Tip100:DNA",40,34,50,20,11
"24010","MER97c:hAT-Tip100:DNA",0,0,0,0,1
"24011","MER97d:hAT-Tip100:DNA",0,0,0,0,0
"24012","MER99:hAT:DNA",2,4,3,4,3
"24013","MERV1_I-int:ERV1:LTR",38,49,69,46,44
"24014","MERV1_LTR:ERV1:LTR",98,120,165,124,86
"24015","MERVK26-int:ERVK:LTR",25,53,65,44,28
"24016","MERVL-int:ERVL:LTR",189,342,527,293,178
"24017","MERVL_2A-int:ERVL:LTR",486,698,904,616,458
"24018","MERX:TcMar-Tigger:DNA",2,3,2,1,0
"24019","MIR3:MIR:SINE",11011,14463,18377,15227,9440
"24020","MIR:MIR:SINE",5876,7905,10115,8179,5119
"24021","MIRb:MIR:SINE",18175,24976,30143,25514,16383
"24022","MIRc:MIR:SINE",7152,9876,11915,9937,6703
"24023","MLT-int:ERVL-MaLR:LTR",1004,1429,1497,1385,1006
"24024","MLT1-int:ERVL-MaLR:LTR",150,149,246,142,69
"24025","MLT1A-int:ERVL-MaLR:LTR",0,0,0,0,2
"24026","MLT1A0-int:ERVL-MaLR:LTR",14,22,24,23,16
"24027","MLT1A0:ERVL-MaLR:LTR",646,969,1181,872,629
"24028","MLT1A1-int:ERVL-MaLR:LTR",4,2,2,0,1
"24029","MLT1A1:ERVL-MaLR:LTR",4916,7624,7506,7988,6285
"24030","MLT1A:ERVL-MaLR:LTR",168,210,299,264,162
"24031","MLT1B-int:ERVL-MaLR:LTR",33,35,62,34,22
"24032","MLT1B:ERVL-MaLR:LTR",1378,1903,2269,1993,1348
"24033","MLT1C-int:ERVL-MaLR:LTR",1,2,4,1,0
"24034","MLT1C:ERVL-MaLR:LTR",873,1240,1418,1241,944
"24035","MLT1D-int:ERVL-MaLR:LTR",46,69,106,75,44
"24036","MLT1D:ERVL-MaLR:LTR",1097,1270,1851,1350,956
"24037","MLT1E-int:ERVL-MaLR:LTR",0,0,0,0,0
"24038","MLT1E1-int:ERVL-MaLR:LTR",0,1,0,0,0
"24039","MLT1E1:ERVL-MaLR:LTR",109,153,179,154,124
"24040","MLT1E1A-int:ERVL-MaLR:LTR",0,0,0,0,0
"24041","MLT1E1A:ERVL-MaLR:LTR",64,90,135,92,60
"24042","MLT1E2-int:ERVL-MaLR:LTR",0,1,1,1,0
"24043","MLT1E2:ERVL-MaLR:LTR",438,724,687,651,503
"24044","MLT1E3-int:ERVL-MaLR:LTR",0,0,0,0,0
"24045","MLT1E3:ERVL-MaLR:LTR",402,692,741,730,580
"24046","MLT1E:ERVL-MaLR:LTR",51,52,99,92,68
"24047","MLT1F-int:ERVL-MaLR:LTR",49,46,71,66,38
"24048","MLT1F1-int:ERVL-MaLR:LTR",0,0,0,0,2
"24049","MLT1F1:ERVL-MaLR:LTR",290,366,466,396,232
"24050","MLT1F2-int:ERVL-MaLR:LTR",21,46,63,49,40
"24051","MLT1F2:ERVL-MaLR:LTR",339,457,571,507,313
"24052","MLT1F:ERVL-MaLR:LTR",65,76,130,76,56
"24053","MLT1G-int:ERVL-MaLR:LTR",0,0,1,1,0
"24054","MLT1G1-int:ERVL-MaLR:LTR",11,9,18,9,7
"24055","MLT1G1:ERVL-MaLR:LTR",329,378,529,405,277
"24056","MLT1G3-int:ERVL-MaLR:LTR",2,1,6,6,4
"24057","MLT1G3:ERVL-MaLR:LTR",177,176,292,189,100
"24058","MLT1G:ERVL-MaLR:LTR",84,112,127,160,102
"24059","MLT1H-int:ERVL-MaLR:LTR",440,782,823,738,663
"24060","MLT1H1-int:ERVL-MaLR:LTR",0,0,0,0,0
"24061","MLT1H1:ERVL-MaLR:LTR",21,32,57,32,18
"24062","MLT1H2-int:ERVL-MaLR:LTR",1,0,0,0,0
"24063","MLT1H2:ERVL-MaLR:LTR",19,45,44,28,19
"24064","MLT1H:ERVL-MaLR:LTR",506,689,812,634,456
"24065","MLT1I-int:ERVL-MaLR:LTR",0,0,0,0,0
"24066","MLT1I:ERVL-MaLR:LTR",645,1098,1145,1227,970
"24067","MLT1J-int:ERVL-MaLR:LTR",16,24,27,26,13
"24068","MLT1J1-int:ERVL-MaLR:LTR",1,2,4,1,2
"24069","MLT1J1:ERVL-MaLR:LTR",26,63,78,53,40
"24070","MLT1J2-int:ERVL-MaLR:LTR",14,7,11,11,4
"24071","MLT1J2:ERVL-MaLR:LTR",26,34,48,29,26
"24072","MLT1J:ERVL-MaLR:LTR",1889,2736,3095,2695,2085
"24073","MLT1K-int:ERVL-MaLR:LTR",9,3,6,3,2
"24074","MLT1K:ERVL-MaLR:LTR",455,612,710,646,455
"24075","MLT1L-int:ERVL-MaLR:LTR",0,0,0,0,0
"24076","MLT1L:ERVL-MaLR:LTR",53,170,172,160,106
"24077","MLT1M:ERVL-MaLR:LTR",308,453,632,497,308
"24078","MLT1N2-int:ERVL-MaLR:LTR",0,0,0,0,0
"24079","MLT1N2:ERVL-MaLR:LTR",59,85,97,82,57
"24080","MLT1O-int:ERVL-MaLR:LTR",0,0,0,0,0
"24081","MLT1O:ERVL-MaLR:LTR",4,16,14,8,6
"24082","MLT2B1:ERVL:LTR",141,201,244,205,143
"24083","MLT2B2:ERVL:LTR",59,79,109,69,40
"24084","MLT2B3:ERVL:LTR",45,121,106,115,67
"24085","MLT2B4:ERVL:LTR",58,98,143,95,71
"24086","MLT2B5:ERVL:LTR",23,27,20,33,5
"24087","MLT2C1:ERVL:LTR",9,21,22,10,9
"24088","MLT2C2:ERVL:LTR",7,15,11,8,9
"24089","MLT2D:ERVL:LTR",53,62,88,66,53
"24090","MLT2E:ERVL:LTR",1,1,3,1,0
"24091","MLT2F:ERVL:LTR",160,246,270,235,183
"24092","MLTR11A:ERVK:LTR",100,161,201,149,113
"24093","MLTR11B:ERVK:LTR",167,269,341,246,125
"24094","MLTR12:ERV1:LTR",64,102,123,110,68
"24095","MLTR13:ERVK:LTR",32,58,63,44,34
"24096","MLTR14:ERV1:LTR",437,609,793,600,384
"24097","MLTR18A_MM:ERVK:LTR",1,18,23,26,6
"24098","MLTR18B_MM:ERVK:LTR",201,256,301,252,201
"24099","MLTR18C_MM:ERVK:LTR",20,53,35,49,19
"24100","MLTR18D_MM:ERVK:LTR",23,34,41,29,20
"24101","MLTR18_MM:ERVK:LTR",33,62,65,47,45
"24102","MLTR25A:ERVK:LTR",65,107,117,83,62
"24103","MLTR25C:ERVK:LTR",10,13,11,16,7
"24104","MLTR31A_MM:ERVK:LTR",2,5,7,4,2
"24105","MLTR31C_MM:ERVK:LTR",212,245,270,246,215
"24106","MLTR31D_MM:ERVK:LTR",9,7,16,8,5
"24107","MLTR31E_MM:ERVK:LTR",38,47,47,32,11
"24108","MLTR31FA_MM:ERVK:LTR",5,10,10,5,6
"24109","MLTR31F_MM:ERVK:LTR",11,16,23,22,12
"24110","MLTR32C_MM:ERVK:LTR",0,3,2,4,4
"24111","MLTR73:ERV1:LTR",74,104,99,75,55
"24112","MMAR1:TcMar-Mariner:DNA",45,87,86,71,41
"24113","MMERGLN-int:ERV1:LTR",10,10,26,22,7
"24114","MMERGLN_LTR:ERV1:LTR",2,5,11,7,3
"24115","MMERVK10C-int:ERVK:LTR",57,92,126,76,40
"24116","MMERVK10D3_I-int:ERVK:LTR",156,183,179,145,92
"24117","MMERVK10D3_LTR:ERVK:LTR",7,12,16,8,3
"24118","MMERVK9C_I-int:ERVK:LTR",122,105,174,98,70
"24119","MMERVK9E_I-int:ERVK:LTR",81,132,178,128,101
"24120","MMETn-int:ERVK:LTR",69,77,115,83,48
"24121","MMSAT4:Satellite:Satellite",62,87,71,71,44
"24122","MMTV-int:ERVK:LTR",0,1,0,0,0
"24123","MMVL30-int:ERV1:LTR",58,74,66,58,41
"24124","MRLTR33:ERVK:LTR",229,375,421,415,271
"24125","MT-int:ERVL-MaLR:LTR",31,47,50,45,37
"24126","MT2A:ERVL:LTR",1241,1775,1997,1669,1202
"24127","MT2B1:ERVL:LTR",1395,1969,2320,2132,1454
"24128","MT2B2:ERVL:LTR",599,838,958,686,505
"24129","MT2B:ERVL:LTR",3018,4363,5126,4439,3444
"24130","MT2C_Mm:ERVL:LTR",160,230,318,190,153
"24131","MT2_Mm:ERVL:LTR",574,817,1013,785,535
"24132","MTA_Mm-int:ERVL-MaLR:LTR",224,259,420,226,139
"24133","MTA_Mm:ERVL-MaLR:LTR",1506,2021,2661,1997,1388
"24134","MTB-int:ERVL-MaLR:LTR",55,70,95,55,17
"24135","MTB:ERVL-MaLR:LTR",793,1116,1458,1063,722
"24136","MTB_Mm-int:ERVL-MaLR:LTR",77,102,151,105,74
"24137","MTB_Mm:ERVL-MaLR:LTR",678,1048,1194,995,649
"24138","MTC-int:ERVL-MaLR:LTR",124,178,236,137,93
"24139","MTC:ERVL-MaLR:LTR",1636,2455,3076,2217,1503
"24140","MTD-int:ERVL-MaLR:LTR",93,119,221,158,113
"24141","MTD:ERVL-MaLR:LTR",4689,6675,8157,6349,4105
"24142","MTE-int:ERVL-MaLR:LTR",310,476,589,446,332
"24143","MTE2a-int:ERVL-MaLR:LTR",12,24,26,6,4
"24144","MTE2a:ERVL-MaLR:LTR",2880,4167,5405,4296,2669
"24145","MTE2b-int:ERVL-MaLR:LTR",26,37,38,36,17
"24146","MTE2b:ERVL-MaLR:LTR",921,1343,1642,1336,869
"24147","MTEa-int:ERVL-MaLR:LTR",21,31,58,35,14
"24148","MTEa:ERVL-MaLR:LTR",3618,5026,5882,5457,3982
"24149","MTEb-int:ERVL-MaLR:LTR",90,131,166,124,90
"24150","MTEb:ERVL-MaLR:LTR",920,1465,1814,1355,914
"24151","MURVY-LTR:ERV1:LTR",175,198,233,199,161
"24152","MURVY-int:ERV1:LTR",9,6,10,5,3
"24153","MYSERV-int:ERVK:LTR",107,142,194,135,100
"24154","MYSERV16_I-int:ERVK:LTR",195,292,342,265,169
"24155","MYSERV6-int:ERVK:LTR",351,509,599,439,292
"24156","MamGyp-int:Gypsy:LTR",0,0,0,0,0
"24157","MamGypLTR1a:Gypsy:LTR",0,4,4,2,2
"24158","MamGypLTR1b:Gypsy:LTR",49,53,88,63,50
"24159","MamGypLTR1c:Gypsy:LTR",381,502,638,532,385
"24160","MamGypLTR1d:Gypsy:LTR",0,2,1,0,0
"24161","MamGypLTR2b:Gypsy:LTR",5,9,9,6,3
"24162","MamGypLTR2c:Gypsy:LTR",1,2,2,1,1
"24163","MamGypLTR3:Gypsy:LTR",0,1,6,2,0
"24164","MamGypLTR3a:Gypsy:LTR",117,162,238,198,88
"24165","MamRep1151:LTR:LTR?",97,151,207,134,101
"24166","MamRep1161:TcMar:DNA",0,0,0,0,0
"24167","MamRep137:TcMar-Tigger:DNA",114,181,182,187,167
"24168","MamRep137:TcMar:DNA",0,0,0,0,0
"24169","MamRep1527:LTR:LTR",8,9,9,12,2
"24170","MamRep1879:hAT-Tip100:DNA",6,3,1,2,8
"24171","MamRep1894:hAT:DNA",6,15,23,21,14
"24172","MamRep38:hAT:DNA",12,29,31,46,24
"24173","MamRep4096:hAT:DNA",11,6,6,8,5
"24174","MamRep434:TcMar-Tigger:DNA",236,267,352,280,199
"24175","MamRep488:hAT-Tip100:DNA",0,2,2,3,1
"24176","MamRep564:MamRep564:Unknown",3,9,11,12,3
"24177","MamRep605:LTR:LTR?",158,194,274,203,119
"24178","MamTip1:hAT-Tip100:DNA",18,33,40,29,17
"24179","MamTip2:hAT-Tip100:DNA",438,610,720,618,387
"24180","MamTip3:hAT-Tip100:DNA",35,18,40,33,12
"24181","Mam_R4:Dong-R4:LINE",128,177,176,157,116
"24182","MuLV-int:ERV1:LTR",5,13,5,9,4
"24183","MuRRS-int:ERV1:LTR",9,10,12,9,2
"24184","MuRRS4-int:ERV1:LTR",56,79,135,57,41
"24185","MurERV4-int:ERVK:LTR",764,851,1458,809,377
"24186","MurERV4_19-int:ERVK:LTR",122,157,215,157,92
"24187","MurSAT1:Satellite:Satellite",0,0,0,0,0
"24188","MurSatRep1:MurSatRep1:Unknown",83,140,174,98,55
"24189","MusHAL1:L1:LINE",79,133,184,106,63
"24190","ORR1A0-int:ERVL-MaLR:LTR",24,24,52,25,12
"24191","ORR1A0:ERVL-MaLR:LTR",67,94,131,95,69
"24192","ORR1A1-int:ERVL-MaLR:LTR",333,424,523,390,228
"24193","ORR1A1:ERVL-MaLR:LTR",255,449,494,436,261
"24194","ORR1A2-int:ERVL-MaLR:LTR",87,136,180,87,54
"24195","ORR1A2:ERVL-MaLR:LTR",729,1271,1668,968,651
"24196","ORR1A3-int:ERVL-MaLR:LTR",31,58,70,56,39
"24197","ORR1A3:ERVL-MaLR:LTR",199,311,408,313,217
"24198","ORR1A4-int:ERVL-MaLR:LTR",23,40,67,38,29
"24199","ORR1A4:ERVL-MaLR:LTR",388,621,806,559,374
"24200","ORR1B1-int:ERVL-MaLR:LTR",251,382,448,330,229
"24201","ORR1B1:ERVL-MaLR:LTR",1185,1608,2067,1459,910
"24202","ORR1B2-int:ERVL-MaLR:LTR",30,51,61,27,21
"24203","ORR1B2:ERVL-MaLR:LTR",504,752,921,726,497
"24204","ORR1C1-int:ERVL-MaLR:LTR",16,23,36,21,15
"24205","ORR1C1:ERVL-MaLR:LTR",656,1036,1229,932,713
"24206","ORR1C2-int:ERVL-MaLR:LTR",29,41,64,36,20
"24207","ORR1C2:ERVL-MaLR:LTR",984,1472,1965,1459,961
"24208","ORR1D-int:ERVL-MaLR:LTR",26,18,24,28,5
"24209","ORR1D1-int:ERVL-MaLR:LTR",90,79,153,77,38
"24210","ORR1D1:ERVL-MaLR:LTR",1430,2240,2662,2023,1351
"24211","ORR1D2-int:ERVL-MaLR:LTR",299,381,473,389,212
"24212","ORR1D2:ERVL-MaLR:LTR",1046,1473,1925,1410,939
"24213","ORR1E-int:ERVL-MaLR:LTR",22,49,50,28,23
"24214","ORR1E:ERVL-MaLR:LTR",1268,2130,2531,1896,1288
"24215","ORR1F-int:ERVL-MaLR:LTR",14,13,22,18,16
"24216","ORR1F:ERVL-MaLR:LTR",2944,4480,5080,4509,3148
"24217","ORR1G-int:ERVL-MaLR:LTR",0,0,0,3,0
"24218","ORR1G:ERVL-MaLR:LTR",350,540,599,457,356
"24219","ORSL-2a:hAT-Tip100:DNA",0,1,1,0,0
"24220","ORSL-2b:hAT-Tip100:DNA",11,15,28,16,9
"24221","ORSL:hAT-Tip100:DNA",49,58,77,57,45
"24222","PB1:Alu:SINE",2233,3370,4001,3593,2418
"24223","PB1D10:Alu:SINE",14092,19474,23721,19500,13545
"24224","PB1D11:Alu:SINE",3780,5124,6283,5197,3516
"24225","PB1D7:Alu:SINE",6101,9131,10932,9056,6214
"24226","PB1D9:Alu:SINE",7606,10937,13065,10963,7559
"24227","Plat_L3:CR1:LINE",86,139,179,139,94
"24228","RCHARR1:hAT-Charlie:DNA",346,597,709,519,334
"24229","RLTR10-int:ERVK:LTR",84,113,169,112,63
"24230","RLTR10:ERVK:LTR",71,80,136,74,59
"24231","RLTR10A:ERVK:LTR",47,54,88,40,22
"24232","RLTR10B2:ERVK:LTR",20,95,126,27,27
"24233","RLTR10B:ERVK:LTR",5,19,16,6,7
"24234","RLTR10C:ERVK:LTR",124,184,221,202,114
"24235","RLTR10D2:ERVK:LTR",1,0,1,0,2
"24236","RLTR10D:ERVK:LTR",7,10,19,4,4
"24237","RLTR10E:ERVK:LTR",137,186,227,219,140
"24238","RLTR10F:ERVK:LTR",36,61,69,51,41
"24239","RLTR11A2:ERVK:LTR",208,375,464,333,227
"24240","RLTR11A:ERVK:LTR",132,224,267,182,109
"24241","RLTR11B:ERVK:LTR",52,80,97,61,50
"24242","RLTR11C_MM:ERVK:LTR",52,88,85,51,40
"24243","RLTR11D:ERVK:LTR",11,29,41,22,24
"24244","RLTR12A:ERVK:LTR",20,32,32,26,17
"24245","RLTR12B2:ERVK:LTR",17,20,25,21,11
"24246","RLTR12B:ERVK:LTR",54,81,89,70,47
"24247","RLTR12BD_Mm:ERVK:LTR",211,267,330,257,161
"24248","RLTR12C:ERVK:LTR",182,310,359,306,192
"24249","RLTR12D:ERVK:LTR",34,36,56,33,20
"24250","RLTR12E:ERVK:LTR",32,58,62,32,24
"24251","RLTR12F:ERVK:LTR",0,1,2,1,0
"24252","RLTR12G:ERVK:LTR",15,24,29,23,14
"24253","RLTR12H:ERVK:LTR",8,10,17,16,2
"24254","RLTR13A1:ERVK:LTR",10,11,19,15,10
"24255","RLTR13A2:ERVK:LTR",17,20,33,17,17
"24256","RLTR13A3:ERVK:LTR",25,33,52,24,16
"24257","RLTR13A:ERVK:LTR",3,7,15,6,4
"24258","RLTR13B1:ERVK:LTR",42,71,92,71,44
"24259","RLTR13B2:ERVK:LTR",14,16,33,11,13
"24260","RLTR13B3:ERVK:LTR",3,6,9,6,1
"24261","RLTR13B4:ERVK:LTR",23,26,50,27,19
"24262","RLTR13C1:ERVK:LTR",13,17,46,11,19
"24263","RLTR13C2:ERVK:LTR",23,29,42,8,9
"24264","RLTR13C3:ERVK:LTR",9,10,18,4,3
"24265","RLTR13D1:ERVK:LTR",4,7,7,5,3
"24266","RLTR13D2:ERVK:LTR",7,7,6,7,3
"24267","RLTR13D3:ERVK:LTR",33,29,62,34,20
"24268","RLTR13D3A1:ERVK:LTR",387,555,600,436,329
"24269","RLTR13D3A:ERVK:LTR",16,24,31,17,16
"24270","RLTR13D4:ERVK:LTR",13,27,27,20,15
"24271","RLTR13D5:ERVK:LTR",33,44,77,46,31
"24272","RLTR13D6:ERVK:LTR",14,18,31,15,19
"24273","RLTR13D:ERVK:LTR",8,7,11,7,7
"24274","RLTR13E:ERVK:LTR",51,66,94,71,45
"24275","RLTR13F:ERVK:LTR",0,2,2,1,1
"24276","RLTR13G:ERVK:LTR",167,211,212,174,116
"24277","RLTR14-int:ERV1:LTR",86,102,158,92,55
"24278","RLTR14:ERV1:LTR",155,216,246,193,139
"24279","RLTR14_RN:ERV1:LTR",163,212,234,207,111
"24280","RLTR15:ERVK:LTR",316,444,559,455,310
"24281","RLTR16:ERVK:LTR",134,187,228,161,97
"24282","RLTR16B_MM:ERVK:LTR",20,29,31,27,12
"24283","RLTR16C_MM:ERVK:LTR",19,15,20,19,10
"24284","RLTR17:ERVK:LTR",153,231,285,202,117
"24285","RLTR17B_Mm:ERVK:LTR",3736,5047,6088,4881,3200
"24286","RLTR17C_Mm:ERVK:LTR",9,14,13,10,12
"24287","RLTR17D_Mm:ERVK:LTR",54,69,106,56,46
"24288","RLTR18-int:ERVK:LTR",25,15,31,31,15
"24289","RLTR18:ERVK:LTR",17,37,43,15,14
"24290","RLTR18B:ERVK:LTR",272,453,556,419,282
"24291","RLTR19-int:ERVK:LTR",197,296,356,297,214
"24292","RLTR19:ERVK:LTR",68,106,111,106,70
"24293","RLTR19A2:ERVK:LTR",7,4,9,0,2
"24294","RLTR19A:ERVK:LTR",160,217,248,232,156
"24295","RLTR19B:ERVK:LTR",15,21,24,6,8
"24296","RLTR19C:ERVK:LTR",4,7,7,3,8
"24297","RLTR19D:ERVK:LTR",2,4,6,4,2
"24298","RLTR1:ERV1:LTR",0,0,0,0,0
"24299","RLTR1A2_MM:ERV1:LTR",45,63,55,59,40
"24300","RLTR1B-int:ERV1:LTR",30,44,66,42,23
"24301","RLTR1B:ERV1:LTR",44,60,79,46,21
"24302","RLTR1C:ERV1:LTR",34,49,62,40,34
"24303","RLTR1D2_MM:ERV1:LTR",4,6,6,6,6
"24304","RLTR1D:ERV1:LTR",9,20,31,29,17
"24305","RLTR1E_MM:ERV1:LTR",13,3,14,2,7
"24306","RLTR1F_Mm:ERVK:LTR",5,12,17,6,2
"24307","RLTR20A1:ERVK:LTR",0,3,3,2,1
"24308","RLTR20A2:ERVK:LTR",10,19,28,12,8
"24309","RLTR20A2B_MM:ERVK:LTR",45,55,97,63,29
"24310","RLTR20A3_MM:ERVK:LTR",22,38,33,26,25
